SNP	LG	CM
2_53316	5	19.13
2_01018	5	19.13
2_04067	5	19.13
2_20890	5	19.13
2_20891	5	19.13
2_23332	5	19.13
2_32734	5	19.13
2_39727	5	19.13
2_42331	5	19.13
2_38503	5	19.69
2_38504	5	19.69
2_49861	5	19.69
2_09438	5	19.69
2_09439	5	19.69
2_27193	5	19.69
2_28158	5	19.69
2_28159	5	19.69
2_51647	5	20.52
2_06609	5	20.52
2_50877	5	20.52
2_36301	5	20.52
2_43301	5	20.52
2_21197	5	20.52
2_33521	5	20.52
2_41795	5	20.52
2_48039	5	20.52
2_07180	5	20.52
2_49638	5	20.52
2_34474	5	21.08
2_40489	5	21.08
2_46208	5	21.08
2_48080	5	21.08
2_20291	5	21.63
2_43462	5	22.29
2_00235	5	22.29
2_06287	5	22.29
2_45373	5	22.29
2_32333	5	22.29
2_17253	5	22.94
2_23862	5	22.94
2_27629	5	22.94
2_34027	5	22.94
2_34269	5	22.94
2_49383	5	22.94
2_49806	5	22.94
2_12921	5	22.94
2_15414	5	22.94
2_17251	5	22.94
2_23863	5	22.94
2_29264	5	22.94
2_05261	5	23.50
2_23584	5	23.50
2_33049	5	23.50
2_40876	5	23.50
2_50480	5	23.50
2_54393	5	23.50
2_05260	5	23.50
2_10401	5	23.50
2_32233	5	23.50
2_39559	5	23.50
2_47563	5	23.50
2_11683	5	24.61
2_36137	5	25.16
2_11293	5	25.16
2_21262	5	25.16
2_54889	5	25.16
2_11294	5	25.16
2_50339	5	25.16
2_02316	5	25.72
2_07390	5	25.72
2_23124	5	25.72
2_43905	5	25.72
2_34431	5	25.72
2_17078	5	25.72
2_23123	5	25.72
2_52127	5	25.72
2_11208	5	25.72
2_46251	5	26.06
2_53179	5	27.23
2_29939	5	27.23
2_43844	5	27.23
2_37926	5	27.23
2_54789	5	27.78
2_03088	5	27.78
2_11048	5	27.78
2_13420	5	27.78
2_29418	5	27.78
2_40044	5	27.78
2_47965	5	27.78
2_42146	5	27.78
1_0557	5	28.34
2_00857	5	28.34
2_10988	5	28.34
2_00858	5	28.34
2_46441	5	28.34
2_53354	5	29.13
2_52823	5	29.58
2_24510	5	30.28
2_54773	5	30.70
2_54119	5	30.70
2_11198	5	30.70
2_20633	5	30.70
2_27054	5	30.70
2_32472	5	30.70
2_38141	5	30.70
2_39691	5	30.70
2_40656	5	30.70
2_42793	5	30.70
2_51315	5	30.70
2_03080	5	30.70
2_07169	5	30.70
2_15072	5	30.70
2_15967	5	30.70
2_24193	5	30.70
2_27369	5	30.70
2_42026	5	30.70
2_44278	5	30.70
2_45337	5	30.70
2_45842	5	30.70
2_46180	5	30.70
2_46951	5	30.70
2_52114	5	30.70
2_53775	5	30.70
2_39900	5	30.70
2_10665	5	30.70
2_16794	5	30.70
2_32633	5	30.70
2_35101	5	30.70
2_44705	5	30.70
2_47532	5	30.70
2_52858	5	30.70
2_03081	5	30.70
2_08307	5	30.70
2_09601	5	30.70
2_09602	5	30.70
2_38043	5	30.70
2_39270	5	30.70
2_41943	5	30.70
2_55251	5	30.70
2_38886	5	31.12
2_43986	5	31.12
2_50352	5	31.12
2_12260	5	31.12
2_31003	5	31.12
2_47407	5	31.12
2_53304	5	31.12
2_49954	5	31.12
2_45897	5	31.12
2_07528	5	31.12
2_09752	5	31.12
2_17988	5	31.12
2_40409	5	31.12
2_40670	5	31.12
2_43660	5	31.12
2_43969	5	31.12
2_49206	5	31.12
2_50211	5	31.12
2_54798	5	31.12
2_08524	5	31.12
2_08883	5	31.12
2_11462	5	31.12
2_33035	5	31.12
2_38386	5	31.12
2_39229	5	31.12
2_44771	5	31.12
2_48002	5	31.12
2_38887	5	31.12
2_44427	5	31.12
2_12259	5	31.12
2_32956	5	31.12
2_45772	5	31.12
2_01020	5	31.12
2_05590	5	31.12
2_08133	5	31.12
2_09753	5	31.12
2_25799	5	31.12
2_27511	5	31.12
2_37620	5	31.12
2_40122	5	31.12
2_47238	5	31.12
2_48242	5	31.12
2_50485	5	31.12
2_04952	5	31.12
2_12486	5	31.12
2_27730	5	31.12
2_32949	5	31.12
2_34244	5	31.12
2_48641	5	31.12
2_49408	5	31.12
2_53929	5	31.12
2_55013	5	31.12
2_27510	5	31.12
2_51965	5	31.12
2_03508	5	31.26
2_27380	5	31.26
2_25591	5	31.26
2_01905	5	31.26
2_02607	5	31.26
2_03698	5	31.26
2_03864	5	31.26
2_04040	5	31.26
2_04041	5	31.26
2_04140	5	31.26
2_06789	5	31.26
2_09168	5	31.26
2_09169	5	31.26
2_16304	5	31.26
2_17101	5	31.26
2_17102	5	31.26
2_19229	5	31.26
2_20301	5	31.26
2_20751	5	31.26
2_26830	5	31.26
2_27381	5	31.26
2_33924	5	31.26
2_39124	5	31.26
2_39626	5	31.26
2_40001	5	31.26
2_40113	5	31.26
2_40894	5	31.26
2_42017	5	31.26
2_43689	5	31.26
2_43724	5	31.26
2_43756	5	31.26
2_44041	5	31.26
2_45891	5	31.26
2_45931	5	31.26
2_46313	5	31.26
2_46625	5	31.26
2_46897	5	31.26
2_47669	5	31.26
2_49159	5	31.26
2_50700	5	31.26
2_50816	5	31.26
2_50902	5	31.26
2_51437	5	31.26
2_51593	5	31.26
2_52097	5	31.26
2_52881	5	31.26
2_53909	5	31.26
2_54740	5	31.26
2_08376	5	31.26
2_48573	5	31.26
2_53238	5	31.26
2_52609	5	31.26
2_43292	5	31.26
2_05513	5	31.26
2_00895	5	31.26
2_03850	5	31.26
2_03851	5	31.26
2_03863	5	31.26
2_08678	5	31.26
2_14379	5	31.26
2_14380	5	31.26
2_16316	5	31.26
2_20586	5	31.26
2_25279	5	31.26
2_28179	5	31.26
2_33282	5	31.26
2_40030	5	31.26
2_42429	5	31.26
2_42866	5	31.26
2_42990	5	31.26
2_49818	5	31.26
2_50424	5	31.26
2_52150	5	31.26
2_53007	5	31.26
2_53081	5	31.26
2_53742	5	31.26
2_54065	5	31.26
2_54695	5	31.26
2_55147	5	31.26
2_32322	5	31.26
2_44709	5	31.26
2_05514	5	31.26
2_40052	5	31.68
2_42615	5	31.80
2_44899	5	31.80
2_05275	5	31.80
2_19897	5	31.80
2_38377	5	31.80
2_38442	5	31.80
2_44105	5	31.80
2_50725	5	31.80
2_50792	5	31.80
2_06275	5	31.80
2_39640	5	31.80
2_44039	5	31.80
2_45231	5	31.80
2_46755	5	31.80
2_47937	5	31.80
2_49375	5	31.80
2_41646	5	31.80
2_45332	5	31.80
2_09922	5	31.80
2_12846	5	31.80
2_26695	5	31.80
2_39995	5	31.80
2_45113	5	31.80
2_48961	5	31.80
2_10845	5	31.80
2_32926	5	31.80
2_35084	5	31.80
2_38923	5	31.80
2_38441	5	31.80
2_41479	5	31.80
2_55365	5	32.22
2_02798	5	32.22
2_21284	5	32.22
2_42261	5	32.22
2_54274	5	32.22
2_29267	5	32.22
2_20665	5	32.22
2_02258	5	32.64
2_04102	5	32.64
2_04103	5	32.64
2_12223	5	32.64
2_19442	5	32.64
2_26907	5	32.64
2_32730	5	32.64
2_38267	5	32.64
2_39188	5	32.64
2_41609	5	32.64
2_45822	5	32.64
2_54661	5	32.64
2_45090	5	32.64
2_01903	5	32.64
2_01904	5	32.64
2_25456	5	32.64
2_27588	5	32.64
2_34245	5	32.64
2_41032	5	32.64
2_54333	5	32.64
2_44984	5	33.33
2_49033	5	33.75
2_40228	5	33.75
2_47310	5	33.75
2_54114	5	33.75
2_37462	5	33.75
2_46729	5	33.75
2_19787	5	33.75
2_34707	5	33.75
2_50081	5	33.75
2_52310	5	33.75
2_22983	5	33.75
2_10934	5	34.16
2_55343	5	34.33
2_49020	5	34.33
2_19208	5	34.33
2_05656	5	34.33
2_25567	5	34.33
2_33119	5	34.33
2_35422	5	34.33
2_36407	5	34.33
2_40435	5	34.33
2_42853	5	34.33
2_43529	5	34.33
2_50191	5	34.33
2_55337	5	34.33
2_55358	5	34.33
2_14167	5	34.33
2_35068	5	34.33
2_35421	5	34.33
2_05639	5	34.33
2_01237	5	34.75
2_03933	5	34.75
2_22258	5	34.75
2_43668	5	34.75
2_44178	5	34.75
2_48655	5	34.75
2_01089	5	34.75
2_34690	5	34.75
2_52974	5	34.75
2_36278	5	35.16
2_13819	5	35.32
2_33364	5	35.32
2_40226	5	35.32
2_41368	5	35.32
2_52417	5	35.32
2_38130	5	35.32
2_53988	5	35.82
2_51140	5	36.36
2_38596	5	36.36
2_55566	5	36.36
2_30064	5	36.36
2_30558	5	36.90
2_39884	5	36.90
2_46306	5	36.90
2_46582	5	36.90
2_48283	5	36.90
2_46512	5	36.90
2_06417	5	36.90
2_31009	5	36.90
2_40788	5	37.45
2_23803	5	37.45
2_23804	5	37.45
2_53774	5	37.45
2_18412	5	37.45
2_45245	5	37.45
2_46916	5	37.45
2_46930	5	37.45
2_33977	5	37.45
2_53184	5	37.45
2_19085	5	37.45
2_07352	5	37.45
1_0662	5	37.45
2_03632	5	37.45
2_13566	5	37.45
2_25600	5	37.45
2_28867	5	37.45
2_29474	5	37.45
2_31067	5	37.45
2_39676	5	37.45
2_40562	5	37.45
2_42569	5	37.45
2_43085	5	37.45
2_43217	5	37.45
2_47081	5	37.45
2_49591	5	37.45
2_54405	5	37.45
2_09958	5	37.45
2_10711	5	37.45
2_21207	5	37.45
2_31416	5	37.45
2_41126	5	37.45
2_43780	5	37.45
2_53781	5	37.45
2_46730	5	37.45
2_43346	5	37.45
2_39349	5	37.45
2_42144	5	37.45
2_03896	5	37.45
2_33790	5	37.45
2_17091	5	37.45
2_31130	5	37.45
2_43574	5	37.45
2_51564	5	37.45
2_03650	5	37.45
2_11551	5	37.45
2_17966	5	37.45
2_24503	5	37.45
2_28282	5	37.45
2_28598	5	37.45
2_32697	5	37.45
2_34684	5	37.45
2_50028	5	37.45
2_50464	5	37.45
2_53478	5	37.45
2_38197	5	37.45
2_47858	5	37.72
2_39346	5	37.72
2_53196	5	37.72
2_12864	5	38.20
2_13400	5	38.20
2_14505	5	38.20
2_23887	5	38.20
2_46265	5	38.20
2_48688	5	38.20
2_29310	5	38.20
2_12865	5	38.20
2_26767	5	38.20
2_29311	5	38.20
2_39028	5	38.20
2_42448	5	38.20
2_44964	5	38.20
2_50616	5	38.71
2_51639	5	39.13
2_25326	5	39.54
2_24551	5	40.79
2_40221	5	40.79
2_00283	5	40.93
2_07102	5	40.93
2_08462	5	40.93
2_17535	5	40.93
2_24550	5	40.93
2_24946	5	40.93
2_27343	5	40.93
2_32061	5	40.93
2_36342	5	40.93
2_43084	5	40.93
2_45208	5	40.93
2_49277	5	40.93
2_55274	5	40.93
2_44472	5	40.93
2_51903	5	40.93
2_07106	5	41.63
2_46783	5	41.63
2_35849	5	41.63
2_43810	5	41.63
2_17195	5	42.04
2_24521	5	42.04
2_37771	5	42.04
2_42285	5	42.04
2_47999	5	42.04
2_48903	5	42.04
2_02661	5	42.04
2_17269	5	42.04
2_18610	5	42.04
2_34537	5	42.04
2_48389	5	42.46
2_19473	5	42.46
2_53644	5	42.46
2_54124	5	42.46
2_28301	5	43.01
2_41296	5	43.90
2_41487	5	44.91
2_20464	5	44.91
2_31308	5	44.91
2_07997	5	44.91
2_07998	5	44.91
2_12301	5	44.91
2_19324	5	44.91
2_40908	5	44.91
2_22587	5	45.31
2_24356	5	45.31
2_25111	5	45.31
2_00799	5	45.31
2_12267	5	45.31
2_19881	5	45.31
2_21526	5	45.31
1_0872	5	45.31
2_01549	5	45.31
2_10441	5	45.31
2_22588	5	45.31
2_25112	5	45.31
2_43353	5	45.31
2_50789	5	45.31
2_00453	5	45.31
2_12266	5	45.31
2_15031	5	45.31
2_22172	5	45.31
2_52201	5	45.70
2_08239	5	45.70
2_23341	5	45.70
2_26086	5	45.70
2_40432	5	45.70
2_27420	5	45.70
2_27571	5	45.70
2_27569	5	45.70
2_05533	5	45.70
2_22967	5	45.70
2_31840	5	45.70
2_15711	5	45.70
2_08416	5	45.70
2_27570	5	45.70
2_27826	5	45.70
2_27827	5	45.70
2_42865	5	45.79
2_31494	5	45.79
2_07931	5	46.15
2_08485	5	46.15
2_43520	5	46.83
2_15225	5	46.83
2_09695	5	46.83
2_09696	5	46.83
2_15728	5	46.83
2_33197	5	46.83
2_49497	5	46.83
2_53582	5	46.83
2_50172	5	46.83
2_45834	5	46.83
2_12034	5	46.83
2_15222	5	46.83
2_33604	5	46.83
2_01291	5	46.83
2_48877	5	46.83
2_46563	5	47.24
2_48406	5	47.24
2_41044	5	47.24
2_16319	5	47.65
2_20382	5	48.06
2_38007	5	48.06
2_38481	5	48.06
2_55348	5	49.03
2_28360	5	49.45
2_01004	5	49.45
2_01160	5	49.45
2_21571	5	49.45
2_29865	5	49.45
2_31448	5	49.45
2_49790	5	49.45
2_54407	5	49.45
2_10736	5	49.87
2_10737	5	49.87
1_0362	5	50.28
2_08265	5	50.28
2_16594	5	50.28
2_17119	5	50.28
2_17120	5	50.28
2_20244	5	50.28
2_21611	5	50.28
2_21612	5	50.28
2_23982	5	50.28
2_33269	5	50.28
2_37498	5	50.28
2_20245	5	50.28
2_01505	5	50.28
2_01506	5	50.28
2_03839	5	50.28
2_03840	5	50.28
2_03842	5	50.28
2_08264	5	50.28
2_18653	5	50.28
2_34273	5	50.98
2_12986	5	50.98
2_39096	5	50.98
2_05968	5	50.98
2_12987	5	50.98
2_21440	5	50.98
2_21441	5	50.98
2_53328	5	50.98
2_03256	5	51.39
2_03257	5	51.39
2_13559	5	51.39
2_19233	5	51.39
2_01629	5	51.39
2_01632	5	51.39
2_08012	5	51.39
2_08013	5	51.39
2_12243	5	51.39
2_12244	5	51.39
2_12842	5	51.39
2_13493	5	51.39
2_13494	5	51.39
2_35428	5	51.39
2_55047	5	51.39
2_05136	5	51.39
2_48873	5	51.39
2_07073	5	51.39
2_21591	5	51.39
2_21592	5	51.39
2_55442	5	51.39
2_04814	5	51.39
2_01631	5	51.39
2_18070	5	51.39
2_23399	5	51.39
2_25147	5	51.39
2_25148	5	51.39
2_04813	5	51.39
2_12245	5	51.39
2_25146	5	51.39
2_01657	5	51.81
2_54814	5	51.81
2_15797	5	51.81
2_42011	5	51.81
2_06638	5	51.81
2_21738	5	51.81
2_06639	5	51.81
2_07753	5	51.81
2_51396	5	51.81
1_1359	5	52.23
2_27658	5	52.23
2_08413	5	52.64
2_00119	5	52.64
2_08414	5	52.64
2_09031	5	52.64
2_11244	5	52.64
2_14104	5	52.64
2_17750	5	52.64
2_20268	5	52.64
2_20269	5	52.64
2_22795	5	52.64
2_55073	5	52.64
2_01816	5	52.64
2_11242	5	52.64
2_41472	5	52.64
2_10638	5	52.64
2_11241	5	52.64
2_11373	5	52.64
2_15759	5	52.64
2_30550	5	52.64
2_11243	5	52.64
2_12288	5	52.64
2_14538	5	52.64
2_14539	5	52.64
2_19362	5	52.64
2_22794	5	52.64
2_24121	5	53.06
2_06505	5	53.06
2_27424	5	53.47
2_01112	5	53.47
2_03981	5	53.47
2_14815	5	53.47
2_16039	5	53.47
2_23497	5	53.47
2_23498	5	53.47
2_27389	5	53.47
2_29258	5	53.47
2_51904	5	53.47
1_0839	5	53.47
2_16040	5	53.47
2_01115	5	53.47
2_05852	5	53.47
2_10457	5	53.47
2_12907	5	53.47
2_15625	5	53.47
2_27390	5	53.47
2_29259	5	53.47
2_30737	5	53.47
2_51571	5	53.47
2_38908	5	53.89
2_12111	5	53.89
2_23150	5	53.89
2_23222	5	53.89
2_31053	5	53.89
2_34240	5	53.89
2_12047	5	53.89
2_36793	5	53.89
2_15317	5	53.89
2_15318	5	53.89
2_17349	5	53.89
2_17350	5	53.89
2_33585	5	53.89
2_38785	5	53.89
2_47797	5	53.89
2_35313	5	53.89
2_12909	5	54.30
2_15947	5	54.30
2_51533	5	54.30
2_12910	5	54.30
2_18317	5	54.70
2_03680	5	55.25
2_09288	5	55.25
1_1095	5	55.25
2_14483	5	55.25
2_14484	5	55.25
2_15109	5	55.25
2_27743	5	55.25
2_07992	5	55.53
2_40881	5	55.53
2_00484	5	55.53
2_00485	5	55.53
2_09136	5	55.53
2_14789	5	55.53
2_14790	5	55.53
2_27700	5	55.53
2_26667	5	55.81
2_26668	5	55.81
2_06558	5	56.09
2_10197	5	56.09
2_18486	5	56.09
2_08240	5	56.09
2_41417	5	56.09
2_28058	5	56.09
2_04897	5	56.09
2_25427	5	56.09
2_30943	5	56.09
2_34096	5	56.09
2_13269	5	56.36
2_13270	5	56.36
2_29537	5	56.36
2_13774	5	56.36
2_34195	5	56.36
2_32456	5	56.36
2_12129	5	57.30
2_09675	5	57.99
2_05830	5	58.40
2_05831	5	58.40
2_09156	5	58.40
2_10222	5	58.40
2_15014	5	58.40
2_15015	5	58.40
2_26677	5	58.40
2_26678	5	58.40
2_28172	5	58.40
2_30191	5	58.40
2_30297	5	58.40
2_53509	5	58.40
2_28460	5	58.40
2_54500	5	58.40
2_16521	5	58.40
2_00320	5	58.40
2_09492	5	58.40
2_10221	5	58.40
2_10224	5	58.40
2_20312	5	58.40
2_24155	5	58.40
2_30708	5	58.40
2_06465	5	58.40
2_25972	5	58.40
2_33824	5	58.40
2_09669	5	58.82
2_09670	5	58.82
2_10651	5	58.82
2_05052	5	58.82
2_34985	5	59.24
2_36209	5	59.24
2_36577	5	59.24
2_37651	5	59.24
2_53662	5	59.24
2_54051	5	59.24
2_11753	5	59.24
2_17324	5	59.24
2_22828	5	59.24
2_25834	5	59.24
2_28575	5	59.24
2_13962	5	59.24
2_36208	5	59.24
1_0677	5	59.24
1_1533	5	59.24
2_17323	5	59.24
2_18142	5	59.24
2_28574	5	59.24
2_29178	5	59.24
2_50249	5	59.24
2_47320	5	59.67
2_31264	5	59.67
2_47384	5	59.67
2_10921	5	59.67
2_36372	5	59.67
2_36748	5	59.67
2_33922	5	59.67
2_16858	5	60.10
2_44632	5	61.08
2_31953	5	61.08
1_0191	5	61.49
2_21171	5	61.49
2_15492	5	61.49
2_16661	5	61.49
2_10124	5	61.49
2_21172	5	61.49
2_16564	5	61.49
2_16662	5	61.49
2_30329	5	61.49
2_15385	5	61.91
2_22352	5	61.91
2_46006	5	61.91
1_0205	5	61.91
2_05120	5	61.91
2_07729	5	61.91
2_12972	5	61.91
2_12975	5	61.91
2_00985	5	61.91
2_00986	5	61.91
2_16359	5	61.91
2_16360	5	61.91
2_22353	5	61.91
2_01323	5	62.32
1_0081	5	62.32
2_17175	5	62.32
2_23516	5	62.32
2_11766	5	62.32
2_01322	5	62.32
2_11967	5	62.32
2_23154	5	62.32
2_29004	5	62.32
2_16718	5	62.32
2_49336	5	62.32
2_09677	5	62.74
2_18204	5	62.74
2_51774	5	62.74
2_15281	5	62.74
2_15282	5	62.74
2_26220	5	62.74
2_09467	5	62.74
2_18203	5	62.74
2_44857	5	62.74
2_12479	5	62.74
2_12480	5	62.74
2_38854	5	62.74
2_29117	5	62.74
2_32803	5	62.74
2_02991	5	63.16
2_11105	5	63.16
2_25741	5	63.16
2_26036	5	63.16
2_26903	5	63.16
2_41152	5	63.16
2_03662	5	63.16
2_15596	5	63.16
2_15598	5	63.16
2_31923	5	63.16
2_49122	5	63.16
2_52266	5	63.16
2_11563	5	63.16
2_36073	5	63.57
2_11907	5	63.57
2_36842	5	63.57
2_35270	5	63.57
2_29371	5	63.57
2_03607	5	63.57
2_03608	5	63.57
2_35225	5	63.57
2_36629	5	63.57
2_33114	5	63.57
2_34859	5	63.57
2_35441	5	63.57
2_36952	5	63.57
2_28434	5	63.99
2_29541	5	63.99
2_32839	5	63.99
1_0287	5	63.99
2_29906	5	63.99
2_37360	5	63.99
2_33473	5	63.99
2_30021	5	63.99
2_32641	5	63.99
2_34308	5	63.99
2_36436	5	63.99
2_24514	5	63.99
2_24515	5	63.99
2_29905	5	63.99
2_36096	5	63.99
1_0032	5	63.99
2_45703	5	63.99
2_36097	5	63.99
2_15843	5	64.41
2_23238	5	64.41
2_43433	5	64.41
2_50946	5	64.41
2_51412	5	64.41
2_53543	5	64.41
2_34364	5	64.41
2_05197	5	64.41
2_05198	5	64.41
2_16362	5	64.41
2_27361	5	64.41
2_32711	5	64.41
2_49649	5	64.41
2_49928	5	65.09
2_04361	5	65.42
2_42309	5	65.42
2_07173	5	65.42
2_18906	5	65.42
2_07147	5	65.42
2_15023	5	65.42
2_18905	5	65.42
2_06882	5	65.71
2_13318	5	65.71
2_16338	5	65.71
2_18747	5	65.71
2_43459	5	65.71
2_06881	5	65.71
2_14413	5	65.71
2_20227	5	65.71
2_07748	5	65.71
2_13317	5	65.71
2_16337	5	65.71
2_22777	5	65.71
2_14037	5	65.71
2_14038	5	65.71
2_23956	5	65.71
2_44788	5	65.71
2_02443	5	65.71
2_09378	5	65.71
2_05443	5	65.71
2_18461	5	65.71
2_07108	5	66.01
2_24182	5	66.01
2_01332	5	66.01
2_07110	5	66.01
2_17627	5	66.01
2_20476	5	66.01
2_28410	5	66.01
2_32311	5	66.01
2_33584	5	66.01
2_07107	5	66.01
2_17499	5	66.01
2_23207	5	66.01
2_23209	5	66.01
2_24183	5	66.01
2_17730	5	66.01
2_17731	5	66.01
2_32310	5	66.01
2_34120	5	66.01
2_37542	5	66.01
2_53928	5	66.01
2_27396	5	66.01
2_00811	5	66.31
2_22717	5	66.31
2_28946	5	66.31
2_51825	5	66.31
2_00814	5	66.31
2_28942	5	66.31
2_00812	5	66.31
2_15431	5	66.31
2_17621	5	66.31
2_23975	5	66.31
2_23976	5	66.31
2_00813	5	66.31
2_21473	5	66.58
2_27405	5	66.58
2_46757	5	66.58
2_54370	5	66.58
2_09417	5	66.86
2_20692	5	66.86
2_25517	5	66.86
2_28903	5	66.86
2_30198	5	66.86
2_37316	5	66.86
2_02359	5	66.86
2_05378	5	66.86
2_09418	5	66.86
2_17483	5	66.86
2_24465	5	66.86
2_02356	5	66.86
2_00040	5	66.86
2_17482	5	66.86
2_24466	5	66.86
2_29237	5	67.14
2_08428	5	67.14
2_16787	5	67.14
2_19541	5	67.14
2_29238	5	67.14
2_00342	5	67.14
2_14294	5	67.14
2_00343	5	67.14
2_10798	5	67.97
2_32975	5	67.97
2_35318	5	67.97
2_35362	5	67.97
2_35689	5	67.97
2_36185	5	67.97
2_53012	5	67.97
2_11552	5	67.97
2_12631	5	67.97
2_22079	5	67.97
2_51888	5	67.97
2_08341	5	68.53
2_27414	5	68.53
2_32503	5	68.53
2_32614	5	68.53
2_05720	5	68.81
2_07823	5	68.81
2_04697	5	68.81
2_09268	5	68.81
2_14443	5	68.81
2_18657	5	68.81
2_21263	5	68.81
2_23433	5	68.81
2_25268	5	68.81
2_32973	5	68.81
2_33534	5	68.81
2_43767	5	68.81
2_32650	5	68.81
2_01034	5	68.81
2_10997	5	68.81
2_11521	5	68.81
2_12990	5	68.81
2_14442	5	68.81
2_17288	5	68.81
2_21041	5	68.81
2_21042	5	68.81
2_23288	5	68.81
2_23289	5	68.81
2_23434	5	68.81
2_24474	5	68.81
2_27641	5	68.81
2_31375	5	68.81
2_31843	5	68.81
2_36904	5	68.81
2_52336	5	68.81
2_44586	5	68.81
2_14438	5	70.48
2_21396	5	70.48
2_29036	5	70.48
2_30769	5	70.48
2_12063	5	70.48
2_14435	5	70.48
2_22768	5	70.48
2_16570	5	70.75
2_30306	5	70.75
2_42286	5	70.75
2_16619	5	71.03
2_24234	5	71.03
2_13870	5	71.03
2_08511	5	71.31
2_10770	5	71.31
2_10771	5	71.31
2_12157	5	71.31
2_16036	5	71.31
2_16400	5	71.31
2_17571	5	71.31
2_18314	5	71.31
2_20166	5	71.31
2_22824	5	71.31
2_30273	5	71.31
2_30274	5	71.31
2_30275	5	71.31
2_32261	5	71.31
2_32668	5	71.31
2_50856	5	71.31
2_54941	5	71.31
2_03833	5	71.31
2_06625	5	71.31
2_13813	5	71.31
2_13814	5	71.31
2_14339	5	71.31
2_15899	5	71.31
2_19712	5	71.31
2_19713	5	71.31
2_32145	5	71.31
2_44386	5	71.31
2_30179	5	71.31
2_17570	5	71.31
2_42797	5	71.31
2_06886	5	71.31
2_08510	5	71.31
2_16091	5	71.31
2_16092	5	71.31
2_16645	5	71.31
2_16646	5	71.31
2_23864	5	71.31
2_26899	5	71.31
2_32508	5	71.31
2_48646	5	71.31
2_51551	5	71.31
2_51704	5	71.31
2_00897	5	71.31
2_04752	5	71.31
2_15898	5	71.31
2_15926	5	71.31
2_19433	5	71.31
2_32246	5	71.31
2_22823	5	71.31
2_30180	5	71.31
2_19341	5	71.59
2_21039	5	71.59
2_25094	5	71.59
2_01521	5	71.59
2_01522	5	71.59
2_11830	5	71.59
2_11831	5	71.59
2_22575	5	71.59
2_22576	5	71.59
2_33358	5	71.59
2_40247	5	71.59
2_07407	5	71.86
2_23751	5	71.86
2_23752	5	71.86
2_28910	5	71.86
2_15748	5	72.42
2_13422	5	72.97
2_03460	5	72.97
2_10193	5	72.97
2_18742	5	72.97
2_21382	5	72.97
2_13126	5	73.78
2_13123	5	73.78
2_13125	5	73.78
2_00195	5	73.78
2_00196	5	73.78
2_24390	5	73.78
2_27144	5	73.78
2_28964	5	73.78
2_06501	5	73.78
2_17083	5	73.78
2_20657	5	73.78
2_30420	5	73.78
2_31143	5	73.78
2_17455	5	73.78
2_03351	5	73.78
2_08710	5	73.78
2_16094	5	73.78
2_16098	5	73.78
2_21579	5	73.78
2_21580	5	73.78
2_26203	5	73.78
2_29868	5	73.78
2_30210	5	73.78
2_45363	5	73.78
2_49707	5	73.78
2_03096	5	73.78
2_06970	5	73.78
2_13124	5	73.78
2_01221	5	73.78
2_01222	5	73.78
2_08222	5	73.78
2_08223	5	73.78
2_18537	5	73.78
2_24388	5	73.78
2_24389	5	73.78
2_17171	5	73.78
2_01223	5	73.78
2_04108	5	73.78
2_04618	5	73.78
2_04619	5	73.78
2_14521	5	73.78
2_00522	5	73.78
2_03094	5	73.78
2_14523	5	73.78
2_25890	5	73.78
2_26202	5	73.78
2_03097	5	73.78
2_06971	5	73.78
2_16232	5	73.78
2_18744	5	73.78
2_19659	5	73.78
2_25624	5	73.78
2_30231	5	73.78
2_34415	5	73.78
2_30178	5	73.78
2_17085	5	73.78
2_04111	5	73.78
2_05809	5	74.16
2_22895	5	74.16
2_45201	5	74.16
1_0165	5	74.16
2_02568	5	74.16
2_23402	5	74.16
2_09764	5	74.43
2_15768	5	74.43
2_27927	5	74.43
2_36269	5	74.43
2_05584	5	74.43
2_05585	5	74.43
2_16512	5	74.43
2_17217	5	74.43
2_18965	5	74.43
2_21200	5	74.43
2_01476	5	74.43
2_01477	5	74.43
2_23299	5	74.43
2_12742	5	74.43
2_21201	5	74.43
2_24653	5	74.43
2_02243	5	74.43
2_02644	5	74.43
2_12563	5	74.43
2_31853	5	74.43
2_48889	5	74.43
2_02645	5	74.43
2_12564	5	74.43
2_12565	5	74.43
2_34252	5	74.43
1_0004	5	74.73
2_20056	5	74.73
2_20057	5	74.73
2_32728	5	74.73
2_15443	5	74.73
2_17605	5	74.73
2_18509	5	74.73
2_54221	5	74.73
2_54350	5	74.73
2_14129	5	75.11
2_38444	5	75.11
2_14644	5	75.54
2_14969	5	75.54
2_23362	5	75.54
2_25158	5	75.54
2_14646	5	75.54
2_23361	5	75.54
1_0374	5	75.69
2_19694	5	75.69
2_20561	5	75.69
2_22501	5	75.69
2_37195	5	75.69
2_31393	5	75.69
2_19695	5	75.69
2_22112	5	75.69
1_0733	5	76.14
2_18215	5	76.14
2_21414	5	76.14
2_22005	5	76.14
2_47512	5	76.14
2_12611	5	76.14
2_29186	5	76.14
2_03258	5	76.25
2_31768	5	76.25
2_54082	5	76.25
2_00199	5	76.25
2_03259	5	76.25
2_21539	5	76.25
2_48370	5	76.25
2_00202	5	76.63
2_00203	5	76.63
2_21595	5	76.63
2_27116	5	76.63
2_00200	5	76.63
2_13737	5	77.00
2_23753	5	77.00
