SNP	LG	CM
2_43106	6	57.862
2_44302	6	57.862
2_45025	6	57.862
2_46322	6	57.862
2_47104	6	57.862
2_47464	6	57.862
2_47607	6	57.862
2_47631	6	57.862
2_47694	6	57.862
2_48778	6	57.862
2_49523	6	57.862
2_49973	6	57.862
2_50141	6	57.862
2_51203	6	57.862
2_51429	6	57.862
2_51463	6	57.862
2_51537	6	57.862
2_51945	6	57.862
2_52378	6	57.862
2_52843	6	57.862
2_53155	6	57.862
2_54156	6	57.862
2_54292	6	57.862
2_00223	6	57.862
2_03453	6	57.862
2_04766	6	57.862
2_04884	6	57.862
2_06086	6	57.862
2_13168	6	57.862
2_25941	6	57.862
2_27559	6	57.862
2_31421	6	57.862
2_34419	6	57.862
2_37596	6	57.862
2_37597	6	57.862
2_37703	6	57.862
2_37877	6	57.862
2_38349	6	57.862
2_38357	6	57.862
2_41245	6	57.862
2_41424	6	57.862
2_42683	6	57.862
2_44115	6	57.862
2_45268	6	57.862
2_46752	6	57.862
2_49003	6	57.862
2_50173	6	57.862
2_02216	6	58.4
2_03265	6	58.4
2_09603	6	58.4
2_09982	6	58.4
2_17255	6	58.4
2_17256	6	58.4
2_43023	6	58.4
2_44579	6	58.4
2_47894	6	58.4
2_49692	6	58.4
2_49872	6	58.4
2_50757	6	58.4
2_54375	6	58.4
2_55374	6	58.4
2_00259	6	58.4
2_02508	6	58.4
2_02509	6	58.4
2_06829	6	58.4
2_07827	6	58.4
2_09604	6	58.4
2_09981	6	58.4
2_25435	6	58.4
2_25828	6	58.4
2_27255	6	58.4
2_28312	6	58.4
2_28313	6	58.4
2_34031	6	58.4
2_34383	6	58.4
2_49328	6	58.4
2_49963	6	58.4
2_50817	6	58.4
2_53559	6	58.4
2_02097	6	58.937
2_24645	6	58.937
2_28961	6	58.937
2_34876	6	58.937
2_42222	6	58.937
2_43704	6	58.937
2_46873	6	58.937
2_54448	6	58.937
2_54684	6	58.937
2_27591	6	58.937
2_41677	6	58.937
2_54248	6	58.937
2_00749	6	59.475
2_04284	6	59.475
2_04285	6	59.475
2_12510	6	59.475
2_12511	6	59.475
2_16190	6	59.475
2_17411	6	59.475
2_24026	6	59.475
2_24027	6	59.475
2_25935	6	59.475
2_28882	6	59.475
2_29508	6	59.475
2_30476	6	59.475
2_33192	6	59.475
2_33312	6	59.475
2_33772	6	59.475
2_35257	6	59.475
2_35727	6	59.475
2_35797	6	59.475
2_37992	6	59.475
2_38524	6	59.475
2_39002	6	59.475
2_39022	6	59.475
2_39663	6	59.475
2_39734	6	59.475
2_40099	6	59.475
2_40540	6	59.475
2_40624	6	59.475
2_40850	6	59.475
2_41225	6	59.475
2_41808	6	59.475
2_41959	6	59.475
2_42022	6	59.475
2_42646	6	59.475
2_43331	6	59.475
2_43572	6	59.475
2_43875	6	59.475
2_44395	6	59.475
2_44547	6	59.475
2_45808	6	59.475
2_46168	6	59.475
2_46513	6	59.475
2_46894	6	59.475
2_47149	6	59.475
2_47162	6	59.475
2_47313	6	59.475
2_47802	6	59.475
2_47902	6	59.475
2_48875	6	59.475
2_49406	6	59.475
2_51027	6	59.475
2_52319	6	59.475
2_53577	6	59.475
2_54138	6	59.475
2_00880	6	59.475
2_11865	6	59.475
2_14608	6	59.475
2_14609	6	59.475
2_16505	6	59.475
2_22002	6	59.475
2_22003	6	59.475
2_24741	6	59.475
2_25315	6	59.475
2_37991	6	59.475
2_38147	6	59.475
2_40557	6	59.475
2_43922	6	59.475
2_44893	6	59.475
2_45161	6	59.475
2_47963	6	59.475
2_52505	6	59.475
2_55591	6	59.475
2_00477	6	60.013
2_01274	6	60.013
2_01651	6	60.013
2_03312	6	60.013
2_06202	6	60.013
2_06683	6	60.013
2_06924	6	60.013
2_11501	6	60.013
2_16101	6	60.013
2_16851	6	60.013
2_17545	6	60.013
2_18370	6	60.013
2_19149	6	60.013
2_20450	6	60.013
2_21371	6	60.013
2_24334	6	60.013
2_25230	6	60.013
2_25305	6	60.013
2_25306	6	60.013
2_25323	6	60.013
2_25453	6	60.013
2_25793	6	60.013
2_25937	6	60.013
2_26138	6	60.013
2_26242	6	60.013
2_27066	6	60.013
2_27244	6	60.013
2_28743	6	60.013
2_29207	6	60.013
2_29631	6	60.013
2_30910	6	60.013
2_31279	6	60.013
2_34201	6	60.013
2_34337	6	60.013
2_35172	6	60.013
2_36881	6	60.013
2_37575	6	60.013
2_37587	6	60.013
2_37588	6	60.013
2_37776	6	60.013
2_38001	6	60.013
2_38036	6	60.013
2_38119	6	60.013
2_38189	6	60.013
2_38190	6	60.013
2_38210	6	60.013
2_38242	6	60.013
2_38316	6	60.013
2_38722	6	60.013
2_38731	6	60.013
2_39000	6	60.013
2_39042	6	60.013
2_39114	6	60.013
2_39133	6	60.013
2_39198	6	60.013
2_39332	6	60.013
2_39554	6	60.013
2_39569	6	60.013
2_39660	6	60.013
2_39674	6	60.013
2_39903	6	60.013
2_39977	6	60.013
2_40388	6	60.013
2_40396	6	60.013
2_40488	6	60.013
2_40761	6	60.013
2_40869	6	60.013
2_40960	6	60.013
2_41163	6	60.013
2_41286	6	60.013
2_41595	6	60.013
2_42263	6	60.013
2_42281	6	60.013
2_42298	6	60.013
2_42465	6	60.013
2_42587	6	60.013
2_42589	6	60.013
2_42719	6	60.013
2_42812	6	60.013
2_43066	6	60.013
2_43079	6	60.013
2_43134	6	60.013
2_43147	6	60.013
2_43754	6	60.013
2_43832	6	60.013
2_44019	6	60.013
2_44063	6	60.013
2_44273	6	60.013
2_44388	6	60.013
2_44545	6	60.013
2_44624	6	60.013
2_44779	6	60.013
2_44807	6	60.013
2_44843	6	60.013
2_44863	6	60.013
2_44951	6	60.013
2_45215	6	60.013
2_45360	6	60.013
2_45520	6	60.013
2_45687	6	60.013
2_45995	6	60.013
2_46028	6	60.013
2_46066	6	60.013
2_46163	6	60.013
2_46178	6	60.013
2_46182	6	60.013
2_46297	6	60.013
2_46695	6	60.013
2_46697	6	60.013
2_46721	6	60.013
2_46732	6	60.013
2_46753	6	60.013
2_46823	6	60.013
2_46968	6	60.013
2_47093	6	60.013
2_47121	6	60.013
2_47159	6	60.013
2_47244	6	60.013
2_47602	6	60.013
2_47988	6	60.013
2_48116	6	60.013
2_48206	6	60.013
2_48234	6	60.013
2_48254	6	60.013
2_48366	6	60.013
2_48833	6	60.013
2_48859	6	60.013
2_49628	6	60.013
2_49656	6	60.013
2_49661	6	60.013
2_49804	6	60.013
2_49835	6	60.013
2_50027	6	60.013
2_50478	6	60.013
2_50974	6	60.013
2_51209	6	60.013
2_51345	6	60.013
2_51874	6	60.013
2_51978	6	60.013
2_52216	6	60.013
2_52237	6	60.013
2_52267	6	60.013
2_52296	6	60.013
2_52669	6	60.013
2_52988	6	60.013
2_52991	6	60.013
2_53152	6	60.013
2_53301	6	60.013
2_53327	6	60.013
2_53585	6	60.013
2_53593	6	60.013
2_53667	6	60.013
2_53739	6	60.013
2_53816	6	60.013
2_53969	6	60.013
2_53972	6	60.013
2_54470	6	60.013
2_54755	6	60.013
2_54934	6	60.013
2_54980	6	60.013
2_55110	6	60.013
2_55178	6	60.013
2_55308	6	60.013
2_01006	6	60.013
2_01272	6	60.013
2_02256	6	60.013
2_05992	6	60.013
2_08938	6	60.013
2_09637	6	60.013
2_10776	6	60.013
2_11120	6	60.013
2_14062	6	60.013
2_15049	6	60.013
2_16986	6	60.013
2_17544	6	60.013
2_19367	6	60.013
2_20251	6	60.013
2_21370	6	60.013
2_21400	6	60.013
2_22058	6	60.013
2_24927	6	60.013
2_24991	6	60.013
2_26146	6	60.013
2_27576	6	60.013
2_28037	6	60.013
2_28038	6	60.013
2_28070	6	60.013
2_28533	6	60.013
2_29595	6	60.013
2_29630	6	60.013
2_29698	6	60.013
2_29699	6	60.013
2_29700	6	60.013
2_29938	6	60.013
2_30337	6	60.013
2_31151	6	60.013
2_32449	6	60.013
2_32476	6	60.013
2_32542	6	60.013
2_32572	6	60.013
2_32786	6	60.013
2_33127	6	60.013
2_33722	6	60.013
2_34490	6	60.013
2_35276	6	60.013
2_37168	6	60.013
2_37599	6	60.013
2_37648	6	60.013
2_37707	6	60.013
2_37894	6	60.013
2_38209	6	60.013
2_38236	6	60.013
2_39324	6	60.013
2_39330	6	60.013
2_39440	6	60.013
2_39470	6	60.013
2_39539	6	60.013
2_39893	6	60.013
2_40425	6	60.013
2_40802	6	60.013
2_41012	6	60.013
2_41879	6	60.013
2_42155	6	60.013
2_42180	6	60.013
2_42749	6	60.013
2_42875	6	60.013
2_43465	6	60.013
2_44331	6	60.013
2_44339	6	60.013
2_44377	6	60.013
2_44485	6	60.013
2_45069	6	60.013
2_45098	6	60.013
2_45279	6	60.013
2_45937	6	60.013
2_46262	6	60.013
2_46548	6	60.013
2_46687	6	60.013
2_46713	6	60.013
2_47084	6	60.013
2_47166	6	60.013
2_48626	6	60.013
2_48633	6	60.013
2_48757	6	60.013
2_49775	6	60.013
2_49796	6	60.013
2_50502	6	60.013
2_50790	6	60.013
2_50881	6	60.013
2_50989	6	60.013
2_51141	6	60.013
2_51333	6	60.013
2_51917	6	60.013
2_51950	6	60.013
2_52235	6	60.013
2_52859	6	60.013
2_53038	6	60.013
2_53372	6	60.013
2_53732	6	60.013
2_55038	6	60.013
2_55357	6	60.013
2_55450	6	60.013
1_0261	7	0
2_00017	7	0
2_00057	7	0
2_00889	7	0
2_00911	7	0
2_00913	7	0
2_00915	7	0
2_02431	7	0
2_02539	7	0
2_02894	7	0
2_03345	7	0
2_03400	7	0
2_03735	7	0
2_04189	7	0
2_04190	7	0
2_04942	7	0
2_04943	7	0
2_06545	7	0
2_07006	7	0
2_07994	7	0
2_08867	7	0
2_08913	7	0
2_08914	7	0
2_11391	7	0
2_13569	7	0
2_13877	7	0
2_13878	7	0
2_14510	7	0
2_16289	7	0
2_18779	7	0
2_19614	7	0
2_20040	7	0
2_21048	7	0
2_21049	7	0
2_22137	7	0
2_24058	7	0
2_25569	7	0
2_25716	7	0
2_25795	7	0
2_25886	7	0
2_27088	7	0
2_27546	7	0
2_28794	7	0
2_29164	7	0
2_29226	7	0
2_29427	7	0
2_29615	7	0
2_31362	7	0
2_32880	7	0
2_33240	7	0
2_33794	7	0
2_37778	7	0
2_37779	7	0
2_37888	7	0
2_37889	7	0
2_38102	7	0
2_38127	7	0
2_38128	7	0
2_38346	7	0
2_38347	7	0
2_38571	7	0
2_38859	7	0
2_39005	7	0
2_39697	7	0
2_39703	7	0
2_39706	7	0
2_39790	7	0
2_39964	7	0
2_40191	7	0
2_40275	7	0
2_40517	7	0
2_40975	7	0
2_41092	7	0
2_41490	7	0
2_41509	7	0
2_41733	7	0
2_41985	7	0
2_42110	7	0
2_42623	7	0
2_42848	7	0
2_42950	7	0
2_42969	7	0
2_43319	7	0
2_43712	7	0
2_43901	7	0
2_43971	7	0
2_44574	7	0
2_44576	7	0
2_44635	7	0
2_44866	7	0
2_45065	7	0
2_45070	7	0
2_45233	7	0
2_45380	7	0
2_45425	7	0
2_45453	7	0
2_45577	7	0
2_45785	7	0
2_46425	7	0
2_46510	7	0
2_46601	7	0
2_47010	7	0
2_47156	7	0
2_47319	7	0
2_47685	7	0
2_47820	7	0
2_48887	7	0
2_49347	7	0
2_49511	7	0
2_49976	7	0
2_50116	7	0
2_50421	7	0
2_50460	7	0
2_51001	7	0
2_51627	7	0
2_51665	7	0
2_52072	7	0
2_53025	7	0
2_53188	7	0
2_53516	7	0
2_53713	7	0
2_54575	7	0
2_54733	7	0
2_54736	7	0
2_55485	7	0
1_0763	7	0
1_1521	7	0
2_00325	7	0
2_00888	7	0
2_00910	7	0
2_00912	7	0
2_01230	7	0
2_02432	7	0
2_02895	7	0
2_02970	7	0
2_03734	7	0
2_04489	7	0
2_04493	7	0
2_05675	7	0
2_05676	7	0
2_06320	7	0
2_06321	7	0
2_07007	7	0
2_07415	7	0
2_07416	7	0
2_07740	7	0
2_07993	7	0
2_08866	7	0
2_10529	7	0
2_11923	7	0
2_12943	7	0
2_13449	7	0
2_13570	7	0
2_14033	7	0
2_14511	7	0
2_16290	7	0
2_18497	7	0
2_18989	7	0
2_20107	7	0
2_21019	7	0
2_21133	7	0
2_21191	7	0
2_21192	7	0
2_21310	7	0
2_22138	7	0
2_24833	7	0
2_24834	7	0
2_25519	7	0
2_25520	7	0
2_25568	7	0
2_25570	7	0
2_25796	7	0
2_26234	7	0
2_26235	7	0
2_30981	7	0
2_31039	7	0
2_33289	7	0
2_33842	7	0
2_33969	7	0
2_38297	7	0
2_38858	7	0
2_39211	7	0
2_39363	7	0
2_39572	7	0
2_39960	7	0
2_40220	7	0
2_40889	7	0
2_41070	7	0
2_41390	7	0
2_41447	7	0
2_41583	7	0
2_41718	7	0
2_41908	7	0
2_41922	7	0
2_42239	7	0
2_42401	7	0
2_42537	7	0
2_43055	7	0
2_43105	7	0
2_43352	7	0
2_43401	7	0
2_43435	7	0
2_43541	7	0
2_44294	7	0
2_44340	7	0
2_44825	7	0
2_44928	7	0
2_45146	7	0
2_45572	7	0
2_45730	7	0
2_46090	7	0
2_47068	7	0
2_47197	7	0
2_47300	7	0
2_47332	7	0
2_47474	7	0
2_48320	7	0
2_48338	7	0
2_48623	7	0
2_48780	7	0
2_48858	7	0
2_49031	7	0
2_49305	7	0
2_49820	7	0
2_49996	7	0
2_51291	7	0
2_51491	7	0
2_53037	7	0
2_53303	7	0
2_53580	7	0
2_53749	7	0
2_54019	7	0
2_54033	7	0
2_54060	7	0
2_54127	7	0
2_54413	7	0
2_54436	7	0
2_54691	7	0
2_55318	7	0
2_55520	7	0
2_03428	7	0.538
2_04563	7	0.538
2_07644	7	0.538
2_20728	7	0.538
2_21085	7	0.538
2_25931	7	0.538
2_29182	7	0.538
2_33817	7	0.538
2_33844	7	0.538
2_33868	7	0.538
2_34211	7	0.538
2_34253	7	0.538
2_34298	7	0.538
2_42395	7	0.538
2_42806	7	0.538
2_45073	7	0.538
2_50431	7	0.538
2_51061	7	0.538
2_54506	7	0.538
1_1418	7	0.538
2_04142	7	0.538
2_04143	7	0.538
2_04561	7	0.538
2_04562	7	0.538
2_06083	7	0.538
2_06084	7	0.538
2_11390	7	0.538
2_11667	7	0.538
2_20729	7	0.538
2_25932	7	0.538
2_26620	7	0.538
2_33498	7	0.538
2_33905	7	0.538
2_41171	7	0.538
2_41512	7	0.538
2_41570	7	0.538
2_43677	7	0.538
2_44805	7	0.538
2_46065	7	0.538
2_49405	7	0.538
2_55245	7	0.538
2_00244	7	1.075
2_08900	7	1.075
2_08901	7	1.075
2_12512	7	1.075
2_28044	7	1.075
2_39409	7	1.075
2_40541	7	1.075
2_40641	7	1.075
2_48295	7	1.075
2_04392	7	1.075
2_12513	7	1.075
2_16805	7	1.075
2_16806	7	1.075
2_16807	7	1.075
2_17609	7	1.075
2_24545	7	1.075
2_38286	7	1.075
2_39308	7	1.075
2_44680	7	1.075
2_45108	7	1.075
2_48079	7	1.075
2_48981	7	1.075
2_54857	7	1.075
1_0006	7	1.613
1_1014	7	1.613
1_1446	7	1.613
2_00961	7	1.613
2_01184	7	1.613
2_07218	7	1.613
2_11719	7	1.613
2_14052	7	1.613
2_14897	7	1.613
2_14898	7	1.613
2_21023	7	1.613
2_23349	7	1.613
2_23933	7	1.613
2_25316	7	1.613
2_28011	7	1.613
2_28808	7	1.613
2_29261	7	1.613
2_29412	7	1.613
2_29891	7	1.613
2_32239	7	1.613
2_32391	7	1.613
2_32883	7	1.613
2_34409	7	1.613
2_38525	7	1.613
2_38592	7	1.613
2_38593	7	1.613
2_39089	7	1.613
2_39476	7	1.613
2_40193	7	1.613
2_40546	7	1.613
2_40747	7	1.613
2_41387	7	1.613
2_42305	7	1.613
2_43603	7	1.613
2_43838	7	1.613
2_43968	7	1.613
2_45079	7	1.613
2_45871	7	1.613
2_46961	7	1.613
2_48383	7	1.613
2_48455	7	1.613
2_48607	7	1.613
2_52289	7	1.613
2_53822	7	1.613
2_54312	7	1.613
2_54499	7	1.613
2_55524	7	1.613
1_0719	7	1.613
2_01183	7	1.613
2_01648	7	1.613
2_01977	7	1.613
2_02825	7	1.613
2_02826	7	1.613
2_07217	7	1.613
2_11718	7	1.613
2_13397	7	1.613
2_13598	7	1.613
2_13599	7	1.613
2_14053	7	1.613
2_16244	7	1.613
2_16245	7	1.613
2_19528	7	1.613
2_23348	7	1.613
2_25317	7	1.613
2_25318	7	1.613
2_34089	7	1.613
2_34212	7	1.613
2_34213	7	1.613
2_39039	7	1.613
2_39961	7	1.613
2_39978	7	1.613
2_40074	7	1.613
2_45705	7	1.613
2_46508	7	1.613
2_48827	7	1.613
2_48929	7	1.613
2_50519	7	1.613
2_51177	7	1.613
2_52511	7	1.613
2_52789	7	1.613
2_54062	7	1.613
2_54314	7	1.613
2_06415	7	2.151
2_24252	7	2.151
2_32674	7	2.151
2_37473	7	2.151
2_39556	7	2.151
2_40160	7	2.151
2_40911	7	2.151
2_41331	7	2.151
2_41600	7	2.151
2_41683	7	2.151
2_44337	7	2.151
2_46593	7	2.151
2_47115	7	2.151
2_47343	7	2.151
2_48609	7	2.151
2_48851	7	2.151
2_52194	7	2.151
2_01325	7	2.151
2_07397	7	2.151
2_21070	7	2.151
2_24487	7	2.151
2_29360	7	2.151
2_30605	7	2.151
2_37715	7	2.151
2_38255	7	2.151
2_41906	7	2.151
2_43019	7	2.151
2_43123	7	2.151
2_44791	7	2.151
2_45056	7	2.151
2_45167	7	2.151
2_46016	7	2.151
2_48284	7	2.151
2_49746	7	2.151
2_49856	7	2.151
2_50526	7	2.151
2_51601	7	2.151
2_52239	7	2.151
2_52299	7	2.151
2_53719	7	2.151
2_05426	7	2.688
2_10391	7	2.688
2_10392	7	2.688
2_18602	7	2.688
2_26309	7	2.688
2_26745	7	2.688
2_31031	7	2.688
2_38742	7	2.688
2_38967	7	2.688
2_39766	7	2.688
2_39992	7	2.688
2_40131	7	2.688
2_41104	7	2.688
2_41585	7	2.688
2_43165	7	2.688
2_44728	7	2.688
2_44769	7	2.688
2_47075	7	2.688
2_47231	7	2.688
2_48444	7	2.688
2_49337	7	2.688
2_49593	7	2.688
2_53660	7	2.688
2_01786	7	2.688
2_24601	7	2.688
2_24602	7	2.688
2_27204	7	2.688
2_31836	7	2.688
2_32492	7	2.688
2_41326	7	2.688
2_41568	7	2.688
2_41776	7	2.688
2_42229	7	2.688
2_43360	7	2.688
2_43362	7	2.688
2_45381	7	2.688
2_46018	7	2.688
2_46158	7	2.688
2_46235	7	2.688
2_46668	7	2.688
2_47063	7	2.688
2_47232	7	2.688
2_47248	7	2.688
2_50740	7	2.688
2_52567	7	2.688
2_52690	7	2.688
2_53641	7	2.688
2_54949	7	2.688
2_14710	7	3.226
2_14711	7	3.226
2_18805	7	3.226
2_38613	7	3.226
2_39469	7	3.226
2_47252	7	3.226
2_50270	7	3.226
2_51658	7	3.226
2_53619	7	3.226
2_54638	7	3.226
2_06171	7	3.226
2_27200	7	3.226
2_27201	7	3.226
2_38275	7	3.226
2_38614	7	3.226
2_38747	7	3.226
2_38748	7	3.226
2_41137	7	3.226
2_43896	7	3.226
2_45790	7	3.226
2_46136	7	3.226
2_46391	7	3.226
2_47479	7	3.226
2_48274	7	3.226
2_49052	7	3.226
2_49572	7	3.226
2_51660	7	3.226
2_53602	7	3.226
1_0370	7	3.764
2_00023	7	3.764
2_00390	7	3.764
2_00391	7	3.764
2_00981	7	3.764
2_02255	7	3.764
2_02299	7	3.764
2_03028	7	3.764
2_04356	7	3.764
2_05529	7	3.764
2_06560	7	3.764
2_07269	7	3.764
2_07677	7	3.764
2_07951	7	3.764
2_07952	7	3.764
2_08180	7	3.764
2_08758	7	3.764
2_09245	7	3.764
2_09560	7	3.764
2_09711	7	3.764
2_11009	7	3.764
2_14196	7	3.764
2_14560	7	3.764
2_14946	7	3.764
2_17297	7	3.764
2_17302	7	3.764
2_17579	7	3.764
2_17998	7	3.764
2_20763	7	3.764
2_22082	7	3.764
2_23485	7	3.764
2_24598	7	3.764
2_27759	7	3.764
2_27945	7	3.764
2_28701	7	3.764
2_29681	7	3.764
2_29682	7	3.764
2_30947	7	3.764
2_31304	7	3.764
2_31605	7	3.764
2_31613	7	3.764
2_32065	7	3.764
2_32713	7	3.764
2_33031	7	3.764
2_33163	7	3.764
2_34200	7	3.764
2_34509	7	3.764
2_34672	7	3.764
2_34673	7	3.764
2_38266	7	3.764
2_38988	7	3.764
2_39517	7	3.764
2_39771	7	3.764
2_40031	7	3.764
2_40218	7	3.764
2_40241	7	3.764
2_40314	7	3.764
2_40712	7	3.764
2_40827	7	3.764
2_41022	7	3.764
2_41607	7	3.764
2_41614	7	3.764
2_41937	7	3.764
2_42127	7	3.764
2_42358	7	3.764
2_42757	7	3.764
2_43496	7	3.764
2_43526	7	3.764
2_43802	7	3.764
2_44410	7	3.764
2_44490	7	3.764
2_44827	7	3.764
2_45433	7	3.764
2_45445	7	3.764
2_45918	7	3.764
2_46969	7	3.764
2_47046	7	3.764
2_47235	7	3.764
2_47604	7	3.764
2_47774	7	3.764
2_47909	7	3.764
2_48941	7	3.764
2_49032	7	3.764
2_49539	7	3.764
2_49556	7	3.764
2_49574	7	3.764
2_49651	7	3.764
2_50236	7	3.764
2_50665	7	3.764
2_50760	7	3.764
2_51402	7	3.764
2_51473	7	3.764
2_51655	7	3.764
2_51886	7	3.764
2_52100	7	3.764
2_52382	7	3.764
2_52513	7	3.764
2_52800	7	3.764
2_53098	7	3.764
2_53239	7	3.764
2_53728	7	3.764
2_53979	7	3.764
2_54208	7	3.764
2_54288	7	3.764
2_54861	7	3.764
2_02704	7	3.764
2_02705	7	3.764
2_03870	7	3.764
2_04355	7	3.764
2_05530	7	3.764
2_06071	7	3.764
2_06446	7	3.764
2_06650	7	3.764
2_06651	7	3.764
2_07676	7	3.764
2_08179	7	3.764
2_08757	7	3.764
2_09180	7	3.764
2_09559	7	3.764
2_09561	7	3.764
2_11524	7	3.764
2_11726	7	3.764
2_14867	7	3.764
2_14945	7	3.764
2_15424	7	3.764
2_16263	7	3.764
2_16545	7	3.764
2_16988	7	3.764
2_16989	7	3.764
2_17298	7	3.764
2_17303	7	3.764
2_18517	7	3.764
2_18704	7	3.764
2_18939	7	3.764
2_19019	7	3.764
2_20105	7	3.764
2_20106	7	3.764
2_20315	7	3.764
2_22212	7	3.764
2_22213	7	3.764
2_23484	7	3.764
2_24455	7	3.764
2_24597	7	3.764
2_26113	7	3.764
2_26230	7	3.764
2_30048	7	3.764
2_37552	7	3.764
2_38265	7	3.764
2_38704	7	3.764
2_38961	7	3.764
2_40287	7	3.764
2_40603	7	3.764
2_42230	7	3.764
2_42347	7	3.764
2_42618	7	3.764
2_42839	7	3.764
2_43031	7	3.764
2_43884	7	3.764
2_43913	7	3.764
2_44080	7	3.764
2_44776	7	3.764
2_45494	7	3.764
2_47083	7	3.764
2_47328	7	3.764
2_48386	7	3.764
2_48690	7	3.764
2_49153	7	3.764
2_49173	7	3.764
2_49558	7	3.764
2_49893	7	3.764
2_50849	7	3.764
2_51152	7	3.764
2_51913	7	3.764
2_52006	7	3.764
2_52328	7	3.764
2_52927	7	3.764
2_53455	7	3.764
2_53620	7	3.764
2_55262	7	3.764
2_55322	7	3.764
2_17644	7	4.301
2_47805	7	4.301
2_55217	7	4.301
2_30545	7	4.301
2_15294	7	4.839
2_02108	7	5.377
2_16368	7	5.377
2_17444	7	5.377
2_24849	7	5.377
2_25739	7	5.377
2_27781	7	5.377
2_30868	7	5.377
2_32845	7	5.377
2_34544	7	5.377
2_43667	7	5.377
2_49479	7	5.377
2_51015	7	5.377
2_51666	7	5.377
2_02109	7	5.377
2_06956	7	5.377
2_16369	7	5.377
2_19488	7	5.377
2_21136	7	5.377
2_27286	7	5.377
2_32173	7	5.377
2_45934	7	5.377
2_50449	7	5.377
2_51100	7	5.377
2_53940	7	5.377
2_54254	7	5.377
2_54458	7	5.377
2_26617	7	5.914
2_37563	7	5.914
2_39971	7	5.914
2_25610	7	5.914
2_25611	7	5.914
2_38637	7	5.914
2_44236	7	5.914
2_45369	7	5.914
2_46077	7	5.914
2_50072	7	5.914
2_07555	7	6.452
2_25308	7	6.452
2_07556	7	6.452
2_03273	7	6.99
2_03343	7	6.99
2_06473	7	6.99
2_06474	7	6.99
2_08247	7	6.99
2_09782	7	6.99
2_10971	7	6.99
2_16499	7	6.99
2_16500	7	6.99
2_22043	7	6.99
2_26211	7	6.99
2_31073	7	6.99
2_32890	7	6.99
2_40297	7	6.99
2_45295	7	6.99
2_49213	7	6.99
2_49341	7	6.99
2_01733	7	6.99
2_03342	7	6.99
2_09781	7	6.99
2_10717	7	6.99
2_10972	7	6.99
2_11431	7	6.99
2_13914	7	6.99
2_13915	7	6.99
2_18331	7	6.99
2_28684	7	6.99
2_32111	7	6.99
2_33095	7	6.99
2_39678	7	6.99
2_39831	7	6.99
2_41388	7	6.99
2_47650	7	6.99
2_48141	7	6.99
2_49719	7	6.99
2_54185	7	6.99
2_03030	7	7.527
2_28221	7	7.527
2_48150	7	7.527
2_48305	7	7.527
2_55278	7	7.527
2_09625	7	7.527
2_25757	7	7.527
2_28220	7	7.527
2_41017	7	7.527
2_46397	7	7.527
2_43026	7	8.065
2_01109	7	8.603
2_01110	7	8.603
2_08541	7	8.603
2_16205	7	8.603
2_19543	7	8.603
2_38600	7	8.603
2_49667	7	8.603
2_08540	7	8.603
2_16204	7	8.603
2_30961	7	8.603
2_38599	7	8.603
2_44373	7	8.603
2_44804	7	8.603
2_47352	7	8.603
2_54466	7	10.251
2_00036	7	12.475
2_00037	7	12.475
2_03860	7	12.475
2_10042	7	12.475
2_10043	7	12.475
2_12370	7	12.475
2_12371	7	12.475
2_12681	7	12.475
2_20629	7	12.475
2_21378	7	12.475
2_40369	7	12.475
2_42542	7	12.475
2_48183	7	12.475
1_0439	7	12.475
2_12372	7	12.475
2_12917	7	12.475
2_22095	7	12.475
2_22096	7	12.475
2_29263	7	12.475
2_31459	7	12.475
2_41041	7	13.562
2_05424	7	14.649
2_07947	7	14.649
2_25704	7	14.649
2_07946	7	14.649
2_14251	7	14.649
2_25703	7	14.649
2_44597	7	14.649
2_01210	7	15.187
2_05610	7	15.187
2_05611	7	15.187
2_08069	7	15.187
2_08549	7	15.187
2_21348	7	15.187
2_22383	7	15.187
2_47740	7	15.187
2_47917	7	15.187
1_0126	7	15.187
2_01211	7	15.187
2_08547	7	15.187
2_08550	7	15.187
2_22382	7	15.187
2_15838	7	16.274
2_15839	7	16.274
2_49921	7	16.274
2_50781	7	16.274
1_0659	7	17.361
2_11063	7	17.361
2_19037	7	17.361
2_29755	7	17.361
2_30449	7	17.361
2_31240	7	17.361
2_46934	7	17.361
2_48760	7	17.361
2_50058	7	17.361
2_51389	7	17.361
2_04000	7	17.361
2_06198	7	17.361
2_14155	7	17.361
2_20862	7	17.361
2_21071	7	17.361
2_29756	7	17.361
2_49938	7	17.361
2_54694	7	17.361
2_47276	7	19.01
2_19106	7	20.097
2_30997	7	20.097
2_00934	7	20.097
2_06801	7	20.097
2_02011	7	20.635
2_02015	7	20.635
2_02016	7	20.635
2_05663	7	20.635
2_08562	7	20.635
2_09239	7	20.635
2_11401	7	20.635
2_21557	7	20.635
2_48925	7	20.635
2_02012	7	20.635
2_02018	7	20.635
2_04631	7	20.635
2_04632	7	20.635
2_05664	7	20.635
2_11402	7	20.635
2_17555	7	20.635
2_17556	7	20.635
2_21556	7	20.635
2_49372	7	20.635
2_01251	7	21.173
2_01254	7	21.173
2_03402	7	21.173
2_05404	7	21.173
2_05405	7	21.173
2_05407	7	21.173
2_10151	7	21.173
2_11570	7	21.173
2_12386	7	21.173
2_17076	7	21.173
2_18685	7	21.173
2_21912	7	21.173
2_23395	7	21.173
2_23396	7	21.173
